string,blp.rt,blp.rt.zscore,blp.accuracy,blp.accuracy.zscore
catgut,759.5,2.292544378,0.05,-2.50872877
cathode,753.6875,0.881696889,0.421052632,-1.191677888
cathodes,805.5909091,1.018291204,0.605263158,-0.537822842
catkin,757.2727273,1.024701832,0.3,-1.621354063
catkins,772.4545455,1.053526067,0.342105263,-1.471901482
catnap,752.1785714,0.520593653,0.763157895,0.022624341
catnaps,721.8,0.758573697,0.675,-0.290292004
catnip,777.0833333,0.72469671,0.657894737,-0.351007115
cats,510.7368421,-0.812057251,1,0.863295115
catsup,838.4,1.685192632,0.131578947,-2.219164393
cattle,548.225,-0.501807155,1,0.863295115
catty,700.8823529,0.515393902,0.425,-1.17766671
catwalk,599.6666667,-0.188820952,0.973684211,0.769887253
catwalks,683,0.155206504,0.921052632,0.583071525
caucus,887.5,1.420135081,0.263157895,-1.752125072
caudal,863.1428571,1.735257068,0.210526316,-1.9389408
caught,540.4210526,-0.613994659,1,0.863295115
caul,852,0.969861349,0.105263158,-2.312572256
cauldron,620.8918919,-0.016796976,0.95,0.685820174
cauldrons,670.2631579,0.393126212,0.975,0.774557644
cauls,775.3333333,0.810523795,0.078947368,-2.405980121
causal,619.9666667,-0.043912969,0.815789474,0.209440069
cause,553.7368421,-0.412198692,1,0.863295115
caused,571.6923077,-0.453498395,0.975,0.774557644
causeless,776.4285714,0.598360636,0.631578947,-0.44441498
causes,559.25,-0.44990634,1,0.863295115
causeway,628.4444444,-0.05868407,0.9,0.508345232
causeways,608.6571429,-0.065418065,0.9,0.508345232
causing,544.8648649,-0.396297358,0.925,0.597082703
caustic,734.8947368,0.575449312,0.5,-0.911454298
caustics,840.2142857,0.975904072,0.368421053,-1.378493616
caution,527.3947368,-0.646627465,1,0.863295115
cautioned,601.6052632,-0.276791795,1,0.863295115
cautions,575.5277778,-0.456778101,0.973684211,0.769887253
cautious,598.45,-0.218307047,1,0.863295115
cave,499.8,-0.759082084,1,0.863295115
caveman,626.75,-0.074248399,0.973684211,0.769887253
cavemen,609.2105263,-0.152903398,0.95,0.685820174
cavern,616.1944444,-0.117453586,0.9,0.508345232
caverns,644.1142857,0.194134424,0.9,0.508345232
caves,539.8947368,-0.476533814,0.95,0.685820174
cavil,610,0.803712595,0.05,-2.50872877
cavils,605.5,0.434658209,0.05,-2.50872877
caving,634.6486486,-0.010310068,0.973684211,0.769887253
cavort,696.4545455,0.433634021,0.575,-0.645241886
cavorts,756.4,0.88807238,0.7,-0.201554533
caw,652.6363636,0.658165302,0.325,-1.532616593
cawed,626.2222222,0.573838297,0.275,-1.710091534
cawing,818.8,2.049555619,0.15,-2.153778887
caws,592.9,-0.107538659,0.289473684,-1.65871721
cay,NA,NA,0,-2.686203711
cayenne,698.0714286,0.46332666,0.368421053,-1.378493616
cays,511,-0.442733563,0.025,-2.597466241
cease,602.8857143,-0.256551695,0.947368421,0.676479387
ceased,589.2368421,-0.321412619,0.975,0.774557644
ceaseless,652,0.280913232,0.875,0.419607762
ceases,603.5833333,-0.16673614,0.9,0.508345232
ceasing,691.0588235,0.258790749,0.894736842,0.489663659
cedar,688.0833333,0.130612588,0.925,0.597082703
cedars,672.7878788,0.338456269,0.85,0.330870291
cede,649.2,0.391626762,0.131578947,-2.219164393
ceded,1010,1.140980089,0.184210526,-2.032348666
cedes,792.7142857,1.356223061,0.210526316,-1.9389408
ceding,1240.666667,1.952293178,0.078947368,-2.405980121
ceiling,559.4324324,-0.442567141,0.973684211,0.769887253
ceilings,610.4358974,-0.227504411,0.975,0.774557644
cell,542.6923077,-0.476423512,1,0.863295115
cellar,575.875,-0.245504883,1,0.863295115
cellars,607.1842105,-0.266012881,1,0.863295115
cellist,689.7894737,0.431963476,0.5,-0.911454298
cellists,834.5,1.17664487,0.289473684,-1.65871721
cello,639.5666667,0.028656163,0.815789474,0.209440069
cellos,673.24,0.248024912,0.657894737,-0.351007115
cells,546.8918919,-0.469706666,0.95,0.685820174
celsius,694,0.441843707,0.875,0.419607762
celt,698.3333333,0.517270799,0.5,-0.911454298
celtic,628.3783784,-0.100825144,0.973684211,0.769887253
celts,761.1428571,0.619192078,0.7,-0.201554533
cement,610.6666667,0.004695969,0.975,0.774557644
cements,610.8,-0.171871283,0.947368421,0.676479387
cense,624.1111111,0.106401743,0.236842105,-1.845532938
censed,829.8181818,1.33569488,0.315789474,-1.565309344
censer,693.1428571,0.931520198,0.175,-2.065041417
censers,647.1111111,0.279620581,0.289473684,-1.65871721
censor,655.1944444,-0.002752414,0.9,0.508345232
censored,628.0555556,-0.009368986,0.973684211,0.769887253
censors,616.3846154,-0.021894663,0.975,0.774557644
censure,674.3103448,0.17640009,0.725,-0.112817062
censured,629,-0.056491359,0.736842105,-0.070783524
censures,667.7777778,0.202240841,0.736842105,-0.070783524
census,628.4324324,-0.017521802,0.973684211,0.769887253
cent,576.8205128,-0.277821102,1,0.863295115
centaur,700.45,0.360014827,0.526315789,-0.818046436
centaurs,763.8461538,0.756619374,0.684210526,-0.257599252
centimes,811.2222222,1.404285036,0.25,-1.798829005
central,580.1351351,-0.313277997,1,0.863295115
centre,568.825,-0.383697295,1,0.863295115
centred,601.0540541,-0.22286609,0.973684211,0.769887253
centres,623.7105263,0.064876334,0.95,0.685820174
centric,707.5517241,0.478418161,0.789473684,0.116032203
centrist,699.3333333,0.663129676,0.15,-2.153778887
centrists,873.9,1.517167067,0.289473684,-1.65871721
cents,606.8055556,-0.171365778,0.9,0.508345232
cereal,573.7894737,-0.457901368,1,0.863295115
cereals,550.6857143,-0.484092996,0.973684211,0.769887253
cerise,761,1.143109981,0.275,-1.710091534
cert,668.3076923,0.537496832,0.4,-1.266404181
certain,547.7105263,-0.556321618,1,0.863295115
certs,724.9166667,0.557766634,0.3,-1.621354063
cervix,696.5555556,0.497587418,0.9,0.508345232
cession,734,0.678591178,0.1,-2.331253829
cesspit,819.75,0.758525158,0.421052632,-1.191677888
cesspits,724.2222222,0.712859973,0.5,-0.911454298
cesspool,761.5789474,0.930846574,0.475,-1.000191769
cesspools,847.7272727,1.324827732,0.289473684,-1.65871721
chablis,970.8571429,1.612476172,0.368421053,-1.378493616
chaconne,NA,NA,0,-2.686203711
chad,723.2727273,0.782377581,0.55,-0.733979357
chadian,NA,NA,0,-2.686203711
chadians,447,-0.493202191,0.052631579,-2.499387983
chafe,709.9166667,0.545563008,0.342105263,-1.471901482
chafed,790.55,0.782006944,0.525,-0.822716828
chafer,783.5333333,0.971722359,0.375,-1.355141651
chafes,790.3076923,0.786289954,0.394736842,-1.285085754
chaff,711.5652174,0.477510002,0.6,-0.556504416
chaffed,690.3478261,0.479299066,0.631578947,-0.44441498
chaffinch,760.4666667,0.990247431,0.447368421,-1.098270026
chaffing,749.037037,0.667145341,0.675,-0.290292004
chaffs,746.1875,0.893042827,0.425,-1.17766671
chafing,737,0.948577851,0.473684211,-1.00486216
chagrin,737.6666667,1.041695793,0.289473684,-1.65871721
chagrined,703.5714286,1.226261964,0.210526316,-1.9389408
chain,564.0833333,-0.512616588,0.947368421,0.676479387
chained,570.0789474,-0.490183309,0.975,0.774557644
chaining,724.8333333,0.546869553,0.947368421,0.676479387
chains,577.7435897,-0.427311346,0.975,0.774557644
chair,520.6,-0.724274604,1,0.863295115
chaired,587.2580645,-0.306212355,0.875,0.419607762
chairing,681.6785714,0.26656352,0.75,-0.024079592
chairman,633.4324324,-0.182695615,0.973684211,0.769887253
chairmen,594.2820513,-0.252168757,0.975,0.774557644
chairs,544.8205128,-0.57342054,1,0.863295115
chaise,890.3333333,1.04633249,0.342105263,-1.471901482
chalet,649.8076923,0.173458458,0.684210526,-0.257599252
chalets,676.8,0.535382714,0.684210526,-0.257599252
chalice,670.5428571,0.349736246,0.875,0.419607762
chalk,595.7631579,-0.254213602,0.95,0.685820174
chalked,627.0833333,0.035888068,0.9,0.508345232
chalking,730.0882353,0.473626889,0.921052632,0.583071525
chalkpit,794.375,0.885465614,0.5,-0.911454298
chalks,635.2285714,-0.04619819,0.947368421,0.676479387
chalky,648.8611111,0.082958358,0.947368421,0.676479387
challenge,518.825,-0.740963342,1,0.863295115
challenged,532.75,-0.574800315,1,0.863295115
chamber,565.7837838,-0.472538863,0.973684211,0.769887253
chambers,645.2702703,0.061233115,0.973684211,0.769887253
chamois,721.4,0.732792335,0.289473684,-1.65871721
champ,707.5757576,0.293847454,0.868421053,0.396255797
champagne,610.225,-0.105333447,1,0.863295115
champaign,652.4827586,0.085026514,0.725,-0.112817062
champed,757.7,0.911559158,0.275,-1.710091534
champers,720.4117647,0.711593237,0.447368421,-1.098270026
champing,756.75,0.62955535,0.526315789,-0.818046436
champion,550.7368421,-0.508799118,1,0.863295115
championed,673.6666667,0.222626719,1,0.863295115
champions,580.6842105,-0.428373185,1,0.863295115
champs,695.0344828,0.210148666,0.789473684,0.116032203
chance,531.3,-0.707895113,1,0.863295115
chanced,649.4411765,-0.032174184,0.9,0.508345232
chancel,730.2857143,0.298594464,0.175,-2.065041417
chances,566.7368421,-0.525766801,1,0.863295115
chancing,718.2413793,0.602622851,0.789473684,0.116032203
chancy,752.8,1.037082158,0.125,-2.242516358
chandler,690,0.30893419,0.657894737,-0.351007115
chandlers,701.8695652,0.637116288,0.684210526,-0.257599252
change,533.625,-0.653594866,1,0.863295115
changed,532.4864865,-0.671249334,0.973684211,0.769887253
changeless,734.4090909,0.658469622,0.605263158,-0.537822842
changeling,743.8148148,0.708084993,0.8,0.15339535
changelings,810.6206897,1.054725904,0.8,0.15339535
changes,541.3076923,-0.637971131,0.975,0.774557644
changing,634.6216216,-0.099564333,0.975,0.774557644
channel,536.375,-0.621390626,1,0.863295115
channelled,762.75,0.585999188,0.947368421,0.676479387
channels,573.2368421,-0.443463157,1,0.863295115
chant,653.7575758,-0.081468043,0.868421053,0.396255797
chanted,655.6410256,0.07318168,0.975,0.774557644
chanting,633.0540541,0.014209448,0.975,0.774557644
chantries,896.6,1.544763793,0.315789474,-1.565309344
chantry,706.1538462,1.066445146,0.325,-1.532616593
chants,611.7435897,-0.06275968,0.975,0.774557644
chaos,563.1081081,-0.479191698,0.975,0.774557644
chap,564.2647059,-0.380275878,0.85,0.330870291
chapel,571.2105263,-0.464614814,0.975,0.774557644
chapels,603.5714286,-0.205751105,0.973684211,0.769887253
chaplain,721.0555556,0.48126641,0.9,0.508345232
chaplains,731.2352941,0.497278753,0.875,0.419607762
chaplet,781.3333333,1.001652721,0.263157895,-1.752125072
chaplets,591.1333333,0.103244262,0.394736842,-1.285085754
chapped,658,0.153753111,0.710526316,-0.164191387
chapping,727.8571429,0.738767166,0.631578947,-0.44441498
chaps,623.7567568,-0.133192493,0.973684211,0.769887253
chapter,543.6842105,-0.519821937,1,0.863295115
chapters,579.1842105,-0.366631765,1,0.863295115
char,743,0.755886684,0.236842105,-1.845532938
charade,686.7567568,0.269862889,0.973684211,0.769887253
charades,723.8378378,0.588549368,0.925,0.597082703
charcoal,657.8918919,-0.066430673,0.973684211,0.769887253
chard,688.7142857,0.533887754,0.35,-1.443879122
chards,697.5714286,0.624033414,0.184210526,-2.032348666
charge,555.95,-0.543801361,1,0.863295115
charged,564,-0.491600952,1,0.863295115
charger,597.2222222,-0.257619991,0.947368421,0.676479387
chargers,672.8571429,0.081178784,0.921052632,0.583071525
charges,535.2894737,-0.580891904,0.975,0.774557644
charging,572.1282051,-0.463516247,0.975,0.774557644
chariot,579.2,-0.247543595,1,0.863295115
chariots,636.6486486,-0.142557406,0.925,0.597082703
charleston,891.2666667,1.291877518,0.421052632,-1.191677888
charlock,1048.333333,2.144389084,0.075,-2.419991299
charlotte,626.7714286,0.016620615,0.9,0.508345232
charlottes,726.5384615,0.614917339,0.725,-0.112817062
charm,526.625,-0.682186649,1,0.863295115
charmed,539.7297297,-0.600654683,0.973684211,0.769887253
charmer,623.1578947,-0.057286053,0.975,0.774557644
charmers,606.8611111,-0.170554501,0.947368421,0.676479387
charming,535.9,-0.562148844,1,0.863295115
charms,556.5526316,-0.495928755,1,0.863295115
charnel,761,0.560136191,0.184210526,-2.032348666
charnels,815.7,0.993153989,0.263157895,-1.752125072
charred,662.9666667,0.240247358,0.775,0.064657879
charring,698.2,0.207463044,0.684210526,-0.257599252
chars,1044,1.647005278,0.236842105,-1.845532938
chart,535.7435897,-0.602150564,0.975,0.774557644
charted,616.4864865,-0.02112477,0.95,0.685820174
charter,589.7,-0.253027493,1,0.863295115
chartered,686.2972973,0.235703736,0.973684211,0.769887253
charters,648.7142857,-0.049859962,0.947368421,0.676479387
charting,584.1212121,-0.143599021,0.85,0.330870291
chartist,859.7692308,1.623472888,0.35,-1.443879122
chartists,764.8888889,0.897720486,0.45,-1.08892924
chartreuse,863.5,1.810228014,0.157894737,-2.125756528
charts,550.6153846,-0.526494825,0.975,0.774557644
chary,NA,NA,0,-2.686203711
chase,555.2820513,-0.526648391,0.975,0.774557644
chased,589.4848485,-0.311008205,0.894736842,0.489663659
chaser,657.6551724,0.070645443,0.842105263,0.302847931
chasers,675.2857143,0.271373409,0.9,0.508345232
chases,602.6111111,-0.158102224,0.95,0.685820174
chasing,601.1052632,-0.396817469,1,0.863295115
chasm,670.90625,0.333916199,0.825,0.24213282
chasms,645.4,0.157138633,0.725,-0.112817062
chassis,732.8823529,0.369742238,0.447368421,-1.098270026
chaste,690,0.247649448,0.65,-0.379029474
chastely,865.0555556,1.471717667,0.5,-0.911454298
chastened,677.8333333,0.526104497,0.5,-0.911454298
chastening,787.7,1.019655966,0.65,-0.379029474
chastise,797.9615385,0.828497614,0.789473684,0.116032203
chastised,815.0833333,1.020297586,0.789473684,0.116032203
chat,513.4473684,-0.821671216,1,0.863295115
ch_teau,677.1212121,0.386066347,0.825,0.24213282
ch_teaux,719.6551724,0.490424313,0.815789474,0.209440069
chats,565.8648649,-0.457032175,0.95,0.685820174
chatted,615.0769231,-0.122019856,0.975,0.774557644
chattel,648.6666667,0.730035649,0.1,-2.331253829
chattels,789.4,1.005116111,0.15,-2.153778887
chatter,639.0810811,-0.099808918,0.973684211,0.769887253
chattered,689.5714286,0.408218066,0.875,0.419607762
chatters,663.0294118,0.249214838,0.9,0.508345232
chattier,676.8235294,0.093184404,0.894736842,0.489663659
chatting,591.35,-0.308336001,1,0.863295115
chatty,587.8108108,-0.336550721,0.973684211,0.769887253
chauffeur,665.6571429,0.153000398,0.947368421,0.676479387
chauffeured,841.8333333,0.957416257,0.842105263,0.302847931
chauffeurs,668.030303,0.144038551,0.894736842,0.489663659
chauffeuse,752.6,1.098484041,0.125,-2.242516358
chaw,817.8,0.753086517,0.131578947,-2.219164393
chawed,659.2857143,0.168400066,0.184210526,-2.032348666
chaws,1040,2.42327824,0.025,-2.597466241
cheap,537.1025641,-0.599603442,1,0.863295115
cheapen,604,-0.133414758,0.8,0.15339535
cheapened,647.1875,0.159413073,0.868421053,0.396255797
cheapens,649.8108108,0.059164647,0.95,0.685820174
cheaper,563.45,-0.437821979,1,0.863295115
cheapest,571.7105263,-0.451474504,1,0.863295115
cheaply,601.6756757,-0.138191665,0.95,0.685820174
cheapness,674.9117647,0.120744683,0.921052632,0.583071525
cheapskate,804.3870968,1.056224386,0.842105263,0.302847931
cheat,514.7435897,-0.762061077,1,0.863295115
cheated,557.1351351,-0.552552016,1,0.863295115
cheating,558.875,-0.551959749,1,0.863295115
cheats,531.1,-0.593695311,1,0.863295115
check,486.9487179,-0.847168927,0.975,0.774557644
checkbook,700.8387097,0.46223707,0.825,0.24213282
checked,613.6756757,-0.200313229,0.973684211,0.769887253
checker,593.0322581,-0.138681382,0.868421053,0.396255797
checkers,608.7027027,-0.163769221,0.975,0.774557644
checking,552.7435897,-0.459021838,1,0.863295115
checklist,583.575,-0.255905763,1,0.863295115
checklists,638.3333333,0.092519894,0.947368421,0.676479387
checkmate,636.2307692,0.061780308,0.975,0.774557644
checkout,540.575,-0.602537431,1,0.863295115
checkouts,596.9736842,-0.314429676,1,0.863295115
checkpoint,528.3947368,-0.546921407,0.975,0.774557644
checkpoints,690.0512821,0.242143738,0.975,0.774557644
checks,538.8684211,-0.505677597,0.95,0.685820174
checkup,707.2894737,0.301963763,0.95,0.685820174
checkups,677.4444444,0.286986158,0.947368421,0.676479387
cheddar,625.2894737,-0.146809895,1,0.863295115
cheek,521.95,-0.719847563,1,0.863295115
cheekbone,636.5789474,0.005241288,1,0.863295115
cheekbones,631,-0.056502342,1,0.863295115
cheeked,605.4615385,-0.186726261,0.736842105,-0.070783524
cheekier,623.2368421,-0.077632377,1,0.863295115
cheeking,618.6521739,-0.166128788,0.605263158,-0.537822842
cheeks,579.9459459,-0.410612612,1,0.863295115
cheeky,535.8378378,-0.659331271,0.975,0.774557644
cheep,550.4545455,-0.422219842,0.578947368,-0.631230708
cheeped,676.5,1.463142753,0.1,-2.331253829
cheeping,727.6363636,0.742555886,0.3,-1.621354063
cheeps,621.1428571,0.07605799,0.210526316,-1.9389408
cheer,541.3947368,-0.623951305,1,0.863295115
cheered,544.5,-0.567991642,0.947368421,0.676479387
cheerful,530.25,-0.719630143,1,0.863295115
cheerier,668.1470588,0.073899947,0.894736842,0.489663659
cheering,556.025,-0.51362741,1,0.863295115
cheerless,637.3548387,-0.032179743,0.815789474,0.209440069
cheers,522.027027,-0.763957734,1,0.863295115
cheery,632.4857143,-0.024487248,0.925,0.597082703
cheese,530.0540541,-0.752606943,0.973684211,0.769887253
cheesecake,615.7368421,-0.158893702,0.95,0.685820174
cheesecakes,689.5714286,0.224580734,0.973684211,0.769887253
cheesecloth,711.1333333,0.790382731,0.4,-1.266404181
cheeses,615.4722222,-0.204458064,0.947368421,0.676479387
cheetah,639.8055556,0.070331442,0.925,0.597082703
cheetahs,687.030303,0.432809029,0.85,0.330870291
chef,566.1111111,-0.533888491,0.973684211,0.769887253
chefs,610.35,-0.268370407,1,0.863295115
chemise,720.1363636,0.522714692,0.575,-0.645241886
chemist,572.5,-0.291312086,1,0.863295115
chemists,584.8974359,-0.259648857,0.975,0.774557644
chenille,807.2857143,1.552780589,0.175,-2.065041417
chequebook,679.3684211,0.333839401,1,0.863295115
chequebooks,725.5,0.476566156,0.815789474,0.209440069
chequer,727.4166667,0.477151649,0.657894737,-0.351007115
chequered,702.8918919,0.4423582,0.95,0.685820174
chequers,643.6774194,0.084277241,0.842105263,0.302847931
cherish,601.2222222,-0.140456096,0.9,0.508345232
cherished,678.3030303,0.082755721,0.921052632,0.583071525
cheroot,611.4,0.754543103,0.125,-2.242516358
cheroots,715.5,0.653659742,0.052631579,-2.499387983
cherries,594.2702703,-0.20847399,1,0.863295115
cherry,523.5555556,-0.563981325,1,0.863295115
cherub,620.2666667,-0.069558913,0.815789474,0.209440069
cherubs,637.1515152,0.107446185,0.868421053,0.396255797
chervil,738.3,1.162850784,0.25,-1.798829005
chess,549.0540541,-0.566709957,0.973684211,0.769887253
chessboard,696.25,0.357397296,0.947368421,0.676479387
chessboards,636.8684211,0.104581966,0.95,0.685820174
chessmen,630.4285714,0.149033358,0.6,-0.556504416
chest,516.3684211,-0.68996581,1,0.863295115
chestnut,566.3513514,-0.379418812,0.95,0.685820174
chestnuts,547.85,-0.473965471,1,0.863295115
chests,531.2105263,-0.650791718,0.975,0.774557644
chesty,627.3939394,0.099610681,0.825,0.24213282
chevron,715.5806452,0.614474936,0.775,0.064657879
chevrons,729.0714286,0.595232625,0.725,-0.112817062
chew,550.25,-0.521040922,0.947368421,0.676479387
chewed,648.0571429,-0.110203798,0.947368421,0.676479387
chewing,545.8055556,-0.429599641,0.975,0.774557644
chews,609.8648649,-0.233773081,0.973684211,0.769887253
chi,747.75,0.909780576,0.4,-1.266404181
chic,695.2333333,0.404943676,0.75,-0.024079592
chicane,665.16,0.380418553,0.65,-0.379029474
chicanes,836.5714286,1.442947719,0.421052632,-1.191677888
chick,584.6666667,-0.350599479,1,0.863295115
chicken,524.972973,-0.763601357,0.973684211,0.769887253
chickens,557.0789474,-0.570946363,1,0.863295115
chickpea,656.0512821,0.12366181,0.975,0.774557644
chickpeas,641.8421053,0.133214396,0.95,0.685820174
chicks,580.175,-0.250110414,1,0.863295115
chickweed,688.4615385,0.649376206,0.325,-1.532616593
chid,611.2857143,0.092557969,0.175,-2.065041417
chide,753.6,0.644408558,0.394736842,-1.285085754
chided,778.2727273,0.836523536,0.55,-0.733979357
chides,708.2222222,0.546679977,0.475,-1.000191769
chiding,745.6666667,0.85365217,0.375,-1.355141651
chief,531.225,-0.545604274,1,0.863295115
chiefly,647.4117647,0.146128781,0.921052632,0.583071525
chiefs,574.3076923,-0.457509897,1,0.863295115
chieftain,651.4117647,0.400916771,0.447368421,-1.098270026
chieftains,722.1923077,0.733895443,0.675,-0.290292004
chiffon,649.1111111,0.228032689,0.45,-1.08892924
chiggers,592,0.080872233,0.052631579,-2.499387983
chignon,746.1428571,0.784009571,0.2,-1.976303946
chignons,765.5,1.129264465,0.105263158,-2.312572256
chigoes,393,-0.770490558,0.025,-2.597466241
chilblains,897.5,1.691068887,0.35,-1.443879122
child,497.3947368,-0.854729446,1,0.863295115
childbirth,635.0571429,-0.00966789,0.947368421,0.676479387
childhood,619.6410256,-0.045847479,1,0.863295115
childhoods,638.9411765,0.020423083,0.894736842,0.489663659
childish,612.7567568,-0.363954024,1,0.863295115
childless,675.6666667,0.091656965,0.925,0.597082703
childlike,647.7894737,0.21066825,0.95,0.685820174
children,530.5675676,-0.690740601,1,0.863295115
chile,733.7391304,0.491228133,0.631578947,-0.44441498
chilean,722.9,0.801523536,0.5,-0.911454298
chileans,774,0.936382428,0.4,-1.266404181
chill,558.6,-0.428634407,1,0.863295115
chilled,566.5,-0.537957617,1,0.863295115
chiller,667.4137931,0.159944608,0.763157895,0.022624341
chillers,672.516129,0.137545112,0.815789474,0.209440069
chilli,705.3870968,0.399689808,0.85,0.330870291
chillier,717.4285714,0.644481352,0.947368421,0.676479387
chillies,623.8235294,-0.047027021,0.921052632,0.583071525
chilling,579.525,-0.328514041,1,0.863295115
chills,556.2631579,-0.448992688,0.95,0.685820174
chilly,556.2307692,-0.498675186,1,0.863295115
chime,608.7631579,-0.148608296,0.95,0.685820174
chimed,747.5806452,0.438990349,0.775,0.064657879
chimes,677.4242424,0.026579767,0.894736842,0.489663659
chiming,814.8275862,0.958666549,0.789473684,0.116032203
chimney,615.4117647,-0.07160326,0.894736842,0.489663659
chimneys,612.5135135,-0.231506202,0.973684211,0.769887253
chimp,605.6285714,-0.096617408,0.875,0.419607762
chimps,618.4285714,-0.11069631,0.921052632,0.583071525
chin,570.8918919,-0.502146628,1,0.863295115
china,549.6388889,-0.605560811,0.973684211,0.769887253
chine,613.875,0.05168096,0.210526316,-1.9389408
chines,592.1111111,-0.045538501,0.225,-1.887566475
chinese,618.3947368,-0.196158693,1,0.863295115
chink,751.3333333,0.763529319,0.657894737,-0.351007115
chinked,651.8235294,0.367085346,0.525,-0.822716828
chinking,837.3125,1.401475051,0.473684211,-1.00486216
chinks,737.2272727,0.517140572,0.657894737,-0.351007115
chinless,716.3809524,0.594366755,0.575,-0.645241886
chinook,782.9230769,1.375494894,0.375,-1.355141651
chinooks,887.9090909,1.097414128,0.289473684,-1.65871721
chins,537.9736842,-0.5210709,0.95,0.685820174
chinstrap,855.4285714,1.265049386,0.552631579,-0.72463857
chintz,616.6666667,0.717332868,0.15,-2.153778887
chinwag,758.9285714,0.950290536,0.425,-1.17766671
chip,550.7105263,-0.582323226,0.975,0.774557644
chipboard,730.4285714,0.702144808,0.75,-0.024079592
chipmunk,641.8684211,0.217598978,0.95,0.685820174
chipmunks,637.7027027,-0.043886496,0.973684211,0.769887253
chipped,615.0555556,-0.199744133,0.947368421,0.676479387
chipper,674.9259259,0.462794086,0.763157895,0.022624341
chippies,824.0833333,1.052762381,0.657894737,-0.351007115
chipping,632.4705882,-0.043709314,0.921052632,0.583071525
chippings,618.1142857,0.09396474,0.9,0.508345232
chippy,692.9666667,0.374869415,0.789473684,0.116032203
chips,536.7368421,-0.796660212,1,0.863295115
chirp,644.516129,0.005790063,0.842105263,0.302847931
chirped,677.4285714,0.203224806,0.921052632,0.583071525
chirping,684.0588235,0.253595681,0.921052632,0.583071525
chirps,737.7391304,0.666941845,0.6,-0.556504416
chirpy,732.6071429,0.488670511,0.763157895,0.022624341
chirrup,693.65,0.288348445,0.578947368,-0.631230708
chirruped,768.6315789,1.209956054,0.475,-1.000191769
chis,NA,NA,0,-2.686203711
chisel,698.0322581,0.231126592,0.842105263,0.302847931
chiselled,721.3103448,0.636841787,0.789473684,0.116032203
chisels,687.2758621,0.292242005,0.789473684,0.116032203
chit,695.8571429,0.478684864,0.368421053,-1.378493616
chitchat,735.88,0.70262306,0.675,-0.290292004
chits,650.25,1.167066927,0.1,-2.331253829
chive,637.4242424,0.188027292,0.825,0.24213282
chives,675.1612903,0.213304673,0.8,0.15339535
chloride,646.5945946,-0.056834843,1,0.863295115
chlorides,745.71875,0.605027655,0.868421053,0.396255797
chlorine,635.0810811,-0.025021705,0.973684211,0.769887253
choc,654.7391304,0.170515138,0.575,-0.645241886
chock,829.8,0.731676542,0.131578947,-2.219164393
chocked,758.7142857,0.608048741,0.236842105,-1.845532938
chocks,763.8,1.009845161,0.125,-2.242516358
chocs,684.75,0.269439176,0.421052632,-1.191677888
choice,523.8157895,-0.730786081,1,0.863295115
choicer,641.3043478,0.071620428,0.625,-0.467766945
choices,597.6111111,-0.389456228,0.973684211,0.769887253
choicest,682.8235294,0.534955085,0.5,-0.911454298
choir,525.8421053,-0.697865331,1,0.863295115
choirs,596.8974359,-0.216326399,0.975,0.774557644
choke,604.3421053,-0.259956284,1,0.863295115
choked,551.025,-0.398810057,1,0.863295115
choker,666.3030303,0.239840415,0.825,0.24213282
chokers,731.6666667,0.628823146,0.825,0.24213282
chokes,651.1142857,-0.066461074,0.921052632,0.583071525
choking,606.1176471,-0.179849183,0.894736842,0.489663659
choler,NA,NA,0.026315789,-2.592795849
chomp,632.2222222,0.013682256,0.947368421,0.676479387
chomped,738.34375,0.538238453,0.85,0.330870291
chomping,694.5769231,0.380451691,0.675,-0.290292004
chomps,704.9032258,0.376293346,0.815789474,0.209440069
choose,521.6052632,-0.699519171,1,0.863295115
chooses,560.75,-0.322734853,1,0.863295115
choosing,615.1842105,-0.147854185,0.95,0.685820174
choosy,675.0434783,0.239821781,0.605263158,-0.537822842
chop,566.8,-0.348485299,1,0.863295115
chopped,578.0263158,-0.365323723,1,0.863295115
chopper,597.5675676,-0.248411054,0.95,0.685820174
choppers,606.0810811,-0.184294485,0.973684211,0.769887253
choppier,671.8709677,0.348664624,0.8,0.15339535
chopping,611.25,-0.315323079,0.947368421,0.676479387
choppy,665.9375,0.250358792,0.8,0.15339535
chops,541.6756757,-0.708556978,0.973684211,0.769887253
chopstick,572.4166667,-0.311940519,0.947368421,0.676479387
chopsticks,594.2368421,-0.287464621,1,0.863295115
choral,659.7666667,0.198248952,0.775,0.064657879
chorale,799,1.375701363,0.263157895,-1.752125072
chorales,750.375,0.800287447,0.236842105,-1.845532938
chord,634.1818182,0.043468779,0.85,0.330870291
chords,614.40625,-0.222094667,0.868421053,0.396255797
chore,597.4571429,-0.330428602,0.973684211,0.769887253
chores,621.8333333,-0.107137748,0.973684211,0.769887253
chortle,685.7419355,0.395239114,0.825,0.24213282
chortled,674.90625,0.282939443,0.8,0.15339535
chortles,687.3666667,0.52247274,0.775,0.064657879
chorus,607.5526316,-0.368316498,1,0.863295115
chorused,827.7407407,0.842447131,0.763157895,0.022624341
chose,622.4285714,-0.131753787,0.9,0.508345232
chosen,586.8378378,-0.49176028,0.973684211,0.769887253
chow,590.7916667,-0.124758917,0.65,-0.379029474
chowder,751.6428571,0.822834039,0.736842105,-0.070783524
chows,728.95,0.530680243,0.526315789,-0.818046436
